PUD Svc Area,PUD Fac,PUD Rte,PUD Cycle,Courier id,Courier Type,Customer Name,Street,zip,City,Act Dt,Act Base,Delivery Type,Pickup Type,Prod Grp,Prod Code,ShpCnt,Pallets Pcs,Parcel Pcs,Total Pcs,Weight,AR dtm,Act Tm,Open,Closed,lat,lgtd,awb_booking,Act Ckpt Code,PuD Type,Stop Code,MarkerColor,id
KUL,EAC,ACA2,B,mohhamda,DHL Courier,KELLOGG ASIA PRODUCTS SDN. BHD.,"LOT 1-5, JALAN TEKNOLOGI 5,
TAMAN TEKNOLOGI ENSTEK,
BANDAR ENSTEK",71760,BANDAR ENSTEK,20200201,P,,REGULAR,DOX,D,1.0,0.0,0.0,1.0,0.32,,10:02,,,2.7104467999999997,101.7880696,6140288626,PU,PU,1.0,,16.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,KELLOGG ASIA PRODUCTS SDN BHD,"LOT 1-5 JALAN TEKNOLOGI 5 TAMAN
TEKNOLOGI ENSTEK TECHPARK@ENSTEK PHASE 2A BA
BANDAR ENSTEK",71760,BANDAR ENSTEK,20200201,D,NORMAL,,WPX,P,1.0,0.0,0.0,1.0,0.3,1/2/2020 9:07,10:03,,23:59,2.7085251,101.78910440000001,4673217334,OK,DL,1.0,,17.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,HUSAIN SAZALI,"TOWER 1, ECLIPSE @ PANGAEA
PERSIARAN MULTIMEDIA, CYBER 11 SE SELANGOR
CYBERJAYA",63000,CYBERJAYA,20200201,P,,REGULAR,XED,7,4.0,0.0,1.0,4.0,6.48,,10:19,9:00,13:00,2.7591918,101.7308882,5992773765,PU,PU,2.0,,18.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,SEPANG INTERNATION C,JALAN PEKELILING KLIA - SEPANG,64000,KLIA,20200201,P,,REGULAR,,,0.0,0.0,0.0,0.0,,,10:21,0:00,12:00,2.7556602999999997,101.7300218,005126 - 550750600,FP,FP,1.0,,19.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,FEDERAL EXPRESS SERVICES M SDN. B,"LOT F1-01, FORWARDERS BUILDING
KLAS CARGO COMPLEX 40 SELANGOR
KLIA",64000,KLIA,20200201,D,NORMAL,,DOM,N,1.0,0.0,0.0,1.0,0.08,1/2/2020 9:07,10:30,,23:59,2.7371452,101.7178744,2928243054,OK,DL,2.0,,20.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,TOPPAN PRINTING CO LTD C/O KINTETSU,"LOT A1, MAS ADVANCED CARGO CENTRE
, KLIA, 64000, SEPANG, SELANGOR,
KLIA",64000,KLIA,20200201,P,,REGULAR,WPX,P,1.0,0.0,1.0,1.0,8.05,,10:50,9:00,12:00,2.7332567,101.7144491,2991312752,PU,PU,3.0,,21.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,INTERCONTINENTAL SPECIALTY,"FATS SDN. BHD. LOT 12459, BATU 33 1
JALAN BANTING DENGKIL,
DENGKIL",43800,DENGKIL,20200201,D,NORMAL,,WPX,P,2.0,0.0,2.0,2.0,3.661,23/1/2020 10:01,11:01,,23:59,,,5797280705,OK,DL,3.0,,22.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,NUR SHUREZA,"SD-2B/03 SEJATI RESIDENCES,
PHASE 3A
CYBERJAYA",63000,CYBERJAYA,20200201,D,NORMAL,,WPX,P,1.0,0.0,1.0,1.0,1.7,1/2/2020 9:07,11:01,,23:59,,,8113748823,OK,DL,5.0,,23.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,PROGRESS EDIKE,"LAKE FRONT RESIDENCE
CYBERJAYA, TOWER 2
CYBERJAYA",63000,CYBERJAYA,20200201,D,NORMAL,,WPX,P,1.0,0.0,1.0,1.0,4.5,1/2/2020 9:07,11:01,,23:59,,,1085634955,OK,DL,4.0,,24.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,MALAYSIA AIRLINES,"KLIA INTERNATIONAL AIRPORT
SOUTH SUPPORT ZONE
KLIA",64000,KLIA,20200201,D,NORMAL,,WPX,P,1.0,0.0,0.0,1.0,0.19,1/2/2020 9:07,11:02,,23:59,2.727808,101.7166783,2911873042,OK,DL,6.0,,25.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,MALAYSIA AIRLINES BERHAD,"MALAYSIA AIRLINES BERHAD
ENG CENTRAL STORE 40 SELANGOR
KLIA",64000,KLIA,20200201,P,,REGULAR,WPX,P,13.0,1.0,12.0,13.0,118.58,,11:10,,,2.727366,101.71721240000001,9785180145,PU,PU,4.0,,26.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,MALAYSIA AIRLINES SYSTEM BERHAD,"ENG LOGISTICS DEPT
SOUTHERN SUPPORT ZONE
KLIA",64000,KLIA,20200201,D,NORMAL,,DOM,N,1.0,0.0,0.0,1.0,0.21,1/2/2020 9:07,11:11,,23:59,2.7280959,101.7169605,4518185766,OK,DL,7.0,,27.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,AIRASIA BERHAD,"LOT PT 25
JALAN KLIA S5 40 SELANGOR
KLIA",64000,KLIA,20200201,P,,REGULAR,WPX,P,1.0,0.0,1.0,1.0,0.9,,11:20,,,2.7277763,101.72547440000001,9785041626,PU,PU,5.0,,28.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,HARTALEGA NGC SDN. BHD,"NO. 1 PERSIARAN TANJUNG
KAWASAN PERINDUSTRIAN TANJUNG 40 SELANGOR
SEPANG",43900,SEPANG,20200201,P,,REGULAR,DOX,D,1.0,0.0,0.0,1.0,0.09,,11:30,0:00,12:00,2.7382047000000003,101.7311247,1363224785,PU,PU,6.0,,29.0
KUL,EAC,ACA2,B,mohhamda,DHL Courier,PSH EXPRESS SDN BHD,"POS BESAR SHAH ALAM
PERSIARAN DATO MENTERI
SHAH ALAM",40670,SHAH ALAM,20200201,P,,REGULAR,DOX,D,9.0,0.0,0.0,9.0,2.88,,12:15,,,2.704694,101.91661429999999,7216946601,PU,PU,7.0,,30.0
KUL,EAC,ACA2,B,mohhamda,,,,,,20200201,,,,,,,,,,,,12:16,,,2.704694,101.91661429999999,,ARRVD,,,,31.0
KUL,EAC,ACC2,B,knassiet,DHL Courier,,,,,20200201,,,,,,0.0,0.0,0.0,,,,10:58,,23:59,,,,DEPAR,,,,32.0
KUL,EAC,ACC2,B,knassiet,DHL Courier,NEXPERIA MALAYSIA SDN. BHD.,"PT 12687 TUANKU JAAFAR IND PARK
SEREMBAN, N.SEMBILAN
SEREMBAN",71450,SEREMBAN,20200201,P,,REGULAR,WPX,P,8.0,2.0,33.0,35.0,428.3,,11:07,,,2.674632,102.00556390000001,1898578640,PU,PU,1.0,,33.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,,,,,20200201,,,,,,0.0,0.0,0.0,,,,9:15,,23:59,2.7048478,101.916692,,DEPAR,,,,34.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,QUALITY TRAILER PARTS SDN BHD,"LOT 9136, JALAN PERAK 1,KAWASAN P1
PERINDUSTRIAN NILAI 1, 70
NILAI",71800,NILAI,20200201,D,NORMAL,,WPX,P,1.0,1.0,0.0,1.0,101.0,1/2/2020 9:07,10:16,,23:59,2.8255513,101.8062563,2160512141,OK,DL,1.0,,35.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,SIKA KIMIA SDN BHD,"LOT 689 NILAI INDL EST
MUKIM SETUL
NILAI",71800,NILAI,20200201,D,NORMAL,,DOM,N,1.0,0.0,0.0,1.0,0.06,1/2/2020 9:07,10:27,,23:59,2.8286099,101.8176517,6933286695,OK,DL,2.0,,36.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,"METEX STEEL SDN., BHD.","NO.2, 2A & 6, JALAN INTAN, PHASE NU

",71800,NILAI,20200201,D,NORMAL,,WPX,P,1.0,0.0,1.0,1.0,5.1,30/1/2020 9:17,10:35,,23:59,2.8396548999999998,101.82320779999999,1513222911,OK,DL,3.0,,37.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,"STAR PLASTIC INDUSTRIAL CO.,SDN.BHD","PT 1222 & PT 30768 .
JALAN INTAN 70 N.SEMBILAN
NILAI",71800,NILAI,20200201,D,NORMAL,,WPX,P,1.0,0.0,1.0,1.0,0.3,31/1/2020 9:19,10:40,,23:59,2.8397514999999998,101.8219506,4788692580,OK,DL,4.0,,38.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,KOON CHI SDN BHD,"LOT 85 JALAN PERMATA
ARAB MALAYSIAN INDUSTRIAL PARK 70 N.SEMBILAN
NILAI",71800,NILAI,20200201,D,NORMAL,,DOM,N,1.0,0.0,0.0,1.0,0.14,1/2/2020 9:07,10:51,,23:59,2.8658711,101.8156529,8402687602,OK,DL,5.0,,39.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,SCHUTZ M SDN BHD,"PT 27773 JLN NILAM 3, NILAI UTAMA
NEGERI SEMBILAN
NILAI",71800,NILAI,20200201,P,,REGULAR,DOX,D,3.0,0.0,1.0,3.0,0.87,,10:56,9:30,12:00,2.8669648,101.8086942,2991331335,PU,PU,1.0,,40.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,OMNI OIL TECHNOLOGIES,"NO.53 R & RJALAN NILAI 3/10
NILAI 3 INDUSTRIAL PARK
NILAI",71800,NILAI,20200201,D,NORMAL,,DOM,N,2.0,0.0,0.0,2.0,0.56,1/2/2020 9:07,11:06,,23:59,2.8595097999999997,101.7995141,4518185921,OK,DL,6.0,,41.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,AHMED TAHA MOHAMMED AL-DABA,"A10-16-MESAHILL-PERSIARAN LLMU
BANDAR BARU NILAI, 71800 N/ N/A
NILAI",71800,NILAI,20200201,D,NORMAL,,WPX,P,1.0,0.0,1.0,1.0,12.5,31/1/2020 9:19,12:20,,23:59,2.8249116,101.7786262,6834744630,OK,DL,7.0,,42.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,MISS YUHWA PARK,"B6-6,GREEN BEVERLY HILLS,
TAMAN BUCIDA HIJAUAN,71800 NILAI,
NILAI",71800,NILAI,20200201,D,NORMAL,,DOX,D,1.0,0.0,0.0,1.0,2.03,31/1/2020 9:57,12:30,,23:59,2.8347447,101.76098,8913475572,OK,DL,8.0,,43.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,OWEN ELSON MALIJANI,"KUALA LUMPUR
NIGERI SEMBILAN
NILAI",71800,NILAI,20200201,D,NORMAL,,XEP,8,1.0,0.0,0.0,1.0,0.4,30/1/2020 9:44,12:48,,23:59,2.8130394,101.7578797,6034174145,NH,AD,1.0,,44.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,AHMAD KHIR,"56 JALAN DAHLIA 3
NILAI IMPIAN 70
NILAI",71800,NILAI,20200201,P,,REGULAR,XED,7,3.0,0.0,0.0,3.0,1.56,,12:57,10:30,12:00,2.8002267999999995,101.7635632,6833933315,PU,PU,2.0,,45.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,CARSON GOH TZEN LIN,"33 JALAN ROS MERAH 1
TAMAN ROS MERAH 70 N.SEMBILAN
NILAI",71800,NILAI,20200201,P,,REGULAR,WPX,P,1.0,0.0,1.0,1.0,0.82,,13:28,9:00,13:00,2.7257938,101.90141329999999,6769464833,PU,PU,3.0,,46.0
KUL,EAC,ACQ1,B,subrniam,Service Partner,NICKYROSE CLOSET,"NO.83 JALAN WARISAN
INDAH 8/16 40
SEPANG",43900,SEPANG,20200201,P,,REGULAR,XEP,8,5.0,0.0,3.0,5.0,11.49,,13:43,11:55,13:00,2.7048737999999997,101.9165514,7123108742,PU,PU,4.0,,47.0
KUL,EAC,ACQ1,B,subrniam,,,,,,20200201,,,,,,,,,,,,13:44,,,2.7048875,101.91658620000001,,ARRVD,,,,48.0
KUL,EAC,ACQ2,B,ravenda,Service Partner,,,,,20200201,,,,,,0.0,0.0,0.0,,,,9:07,,23:59,,,,DEPAR,,,,49.0
KUL,EAC,ACQ2,B,ravenda,Service Partner,CS ECO GLASS M SDN BHD,"LOT 635 & 660, KAWASAN PERINDUSTRIAN
TUNKU JAAFAR, SUNGAI GADOT
SEREMBAN",71450,SEREMBAN,20200201,D,NORMAL,,DOM,N,1.0,0.0,0.0,1.0,0.5,1/2/2020 9:07,9:36,,23:59,2.6743595,102.01539059999999,5771351670,OK,DL,1.0,,50.0
KUL,EAC,ACQ2,B,ravenda,Service Partner,BAERLOCHER M TRADING AND SERVICES,"LOT 635 AND 660
KAW PERIND
SEREMBAN",71450,SEREMBAN,20200201,D,NORMAL,,DOM,N,1.0,0.0,0.0,1.0,0.08,1/2/2020 9:07,9:42,,23:59,2.6743318,102.00751149999999,5771352086,OK,DL,2.0,,51.0
KUL,EAC,ACQ2,B,ravenda,Service Partner,NEXPERIA MALAYSIA SDN. BHD,"PT12687 TUANKU JAAFAR INDUSTRIAL
PARK NEGERI SEMBILAN
SEREMBAN",71450,SEREMBAN,20200201,D,NORMAL,,WPX,P,1.0,0.0,1.0,1.0,1.22,1/2/2020 9:07,9:51,,23:59,2.6742002,102.0061661,7071169884,OK,DL,3.0,,52.0
KUL,EAC,ACQ2,B,ravenda,Service Partner,NEXPERIA MALAYSIA SDN BHD,"PT 12687
TUANKU JAAFAR IND PARK 70 NEGERI SEMBILAN
SEREMBAN",71450,SEREMBAN,20200201,P,,REGULAR,WPX,P,3.0,0.0,0.0,3.0,0.89,,10:00,0:00,12:00,2.6746066,102.00515209999999,8402723162,PU,PU,1.0,,53.0
KUL,EAC,ACQ2,B,ravenda,Service Partner,BAERLOCHER M TRADING AND SERVICES,"SDN BHD. LOT 635 & 660 KAWASAN
PERINDUSTRIAN TUANKU JAAFAR 70 NEGERI SEMBIL
SEREMBAN",71450,SEREMBAN,20200201,P,,REGULAR,DOX,D,3.0,0.0,2.0,3.0,1.64,,10:15,0:00,12:00,2.6740187,102.00795579999999,9785055383,PU,PU,2.0,,54.0
KUL,EAC,ACQ2,B,ravenda,Service Partner,VS FAMILIA SDN BHD,"LOT 71&72,
JALAN PERNIAGAAN SENAWANG 1 70 N.SEMBILAN
SEREMBAN",70450,SEREMBAN,20200201,P,,REGULAR,WPX,P,3.0,0.0,3.0,3.0,3.12,,11:10,11:00,12:00,2.6891515999999998,101.9768025,6833930784,PU,PU,3.0,,55.0
KUL,EAC,ACQ2,B,ravenda,Service Partner,NURUL NADIAH BINTI AMIR HASHIM,"NO.:10 , LORONG 1/1 , TAMAN DESA
FLORA , SEREMBAN 70450 NEGERI 70 70
SEREMBAN",70450,SEREMBAN,20200201,D,NORMAL,,XED,7,1.0,0.0,0.0,1.0,0.15,31/1/2020 9:57,11:27,,23:59,,,6834825944,OK,DL,4.0,,56.0
KUL,EAC,ACQ2,B,ravenda,Service Partner,,,,,20200201,,,,,,0.0,0.0,0.0,,,,12:13,,23:59,2.7047806,101.91660920000001,,ARRVD,,,,57.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,,,,,20200203,,,,,,0.0,0.0,0.0,,,,7:48,,23:59,2.7046912999999995,101.9168095,,DEPAR,,,,58.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,KANG NAM ENGINEERING SDN.BHD.,"NO.14A&14B, JALAN INDUSTRI GALLA 3,
GALLA INDUSTRI PARK.70200 SEREMBAN, 70 N.SEM
SEREMBAN",70200,SEREMBAN,20200203,D,NORMAL,,DOX,D,1.0,0.0,0.0,1.0,0.82,2/2/2020 11:33,8:02,,23:59,2.7288386,101.90173940000001,1363201280,OK,DL,1.0,,59.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,FAISAL FAUZI,"37 JALAN KESUMA 1/16
BANDAR TASIK KESUMA
BERANANG",43700,BERANANG,20200203,D,NORMAL,,WPX,P,1.0,0.0,0.0,1.0,0.3,3/2/2020 6:35,8:33,,23:59,2.9120303,101.85416540000001,8406007050,OK,DL,2.0,,60.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,SERI ZENITH ENGINEERING SDN BHD,"11, JALAN KESUMA 2/4
BANDAR TASIK KESUMA SE SELANGOR
BERANANG",43700,BERANANG,20200203,D,NORMAL,,DOM,N,1.0,0.0,0.0,1.0,0.66,1/2/2020 9:07,8:36,,23:59,2.9065425,101.8559516,5992725163,OK,DL,3.0,,61.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,NADZIRAH AB GHANI,"25, JALAN KESUMA 3/11
BANDAR TASIK KESUMA SELANGOR
BERANANG",43700,BERANANG,20200203,D,NORMAL,,WPX,P,1.0,0.0,1.0,1.0,1.452,3/2/2020 6:35,8:40,,23:59,2.9061237999999996,101.8650443,4757025755,OK,DL,4.0,,62.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,SMK ELECTRONICS M SDN BHD,"LOT 15,JALAN PERUSAHAAN 1,
KAWASAN PERINDUSTRIAN BERANANG
BERANANG",43700,BERANANG,20200203,D,NORMAL,,DOM,N,3.0,0.0,0.0,3.0,0.41,1/2/2020 9:07,8:45,,23:59,2.8948568999999997,101.8631168,8748566831,OK,DL,5.0,,63.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,ALBATROSS EXIM M SDN BHD,"23, JALAN PERINDUSTRIAN SIS 1,TAMAN
PERINDUSTRIAN 228, 43700 40 SELANGOR
BERANANG",43700,BERANANG,20200203,D,NORMAL,,DOX,D,1.0,0.0,0.0,1.0,0.08,2/2/2020 11:33,8:50,,23:59,2.8877697999999996,101.8622072,4117724925,OK,DL,6.0,,64.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,LB ALUMINIUM,"GATE B LOT 11B
JALAN PERUSAHAAN 1
KAW PERUSAHAAN BERANANG",43700,BERANANG,20200203,D,NORMAL,,DOM,N,2.0,0.0,0.0,2.0,3.45,1/2/2020 9:07,8:54,,23:59,2.8924367,101.8659251,7511554584,OK,DL,7.0,,65.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,MARTIN BOLHI,"340 JLN KAYANGAN 10 TMN
KAYANGAN PELANGI HEIGHTS
MANTIN",71700,MANTIN,20200203,D,NORMAL,,WPX,P,1.0,0.0,1.0,1.0,2.2,3/2/2020 6:35,9:05,,23:59,2.8665441,101.864086,1151346103,OK,DL,8.0,,66.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,PHANTA BELLAH KISAKYE,"BLOCK PRO08-F303A, JALAN UTL 9
UNIVERSITI TEKNOLOGI LEGENDA
MANTIN",71700,MANTIN,20200203,D,NORMAL,,XED,7,1.0,0.0,0.0,1.0,0.09,3/2/2020 6:35,9:21,,23:59,2.8209627999999998,101.8754316,6177461743,OK,DL,9.0,,67.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,ANN LOW HOME,"30 JALAN BUKIT BELIAN 3
TAMAN BUKIT BELIAN MANTIN 70 N.SEMBILAN
MANTIN",71700,MANTIN,20200203,D,NORMAL,,WPX,P,1.0,0.0,1.0,1.0,1.98,31/1/2020 9:09,9:32,,23:59,2.8319801,101.89677359999999,6688772123,OK,DL,10.0,,68.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,MAHMOUD ABDELAZIZ,"200 JALAN SEMARAK 4
TAMAN PANCHOR JAYA
DO NOT POST/LEAVE SAFE,SIGN REQD",70400,SEREMBAN,20200203,D,NORMAL,,DOX,D,1.0,0.0,0.0,1.0,0.06,3/2/2020 6:35,10:06,,23:59,2.7337439,101.9927844,6301921861,OK,DL,11.0,,69.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,"OTHMAN, FARA ILYA","122 JALAN ANGSANA 6
TAMAN PINGGIRAN GOLF
SEREMBAN",70400,SEREMBAN,20200203,D,NORMAL,,BBX,B,1.0,0.0,0.0,1.0,0.307,3/2/2020 6:35,10:13,,23:59,2.7308988999999997,101.9821533,4778672684,OK,DL,12.0,,70.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,SUNRISE MCL LAND SDN BHD,"23 & 24-1 JALAN FOREST HEIGHTS 8
SEREMBAN FOREST HEIGHT
SEREMBAN NEGRI",70450,SEREMBAN,20200203,D,NORMAL,,DOX,D,1.0,0.0,0.0,1.0,0.3,3/2/2020 6:35,10:25,,23:59,2.6989308,101.9702642,9785008973,OK,DL,13.0,,71.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,HONG DA HARDWARE,"NO.40 JLN MANICKAVASAGAM
SEREMBAN 70 NEGERI SEMBILAN
SEREMBAN",70200,SEREMBAN,20200203,P,,REGULAR,WPX,P,1.0,0.0,1.0,1.0,2.2,,12:52,10:00,18:00,2.7318771,101.93190909999998,6224216994,PU,PU,1.0,,72.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,TABIYO SHOP,"294 JALAN TAN SRI MANICKAVASAGAM
. 70 NEGERI SEMBILAN
SEREMBAN",70200,SEREMBAN,20200203,P,,REGULAR,WPX,P,1.0,0.0,1.0,1.0,3.48,,13:14,11:15,17:00,2.7417067000000004,101.9277969,4733019513,PU,PU,2.0,,73.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,YONG WOON CHING,"LINTON UNIVERSITY COLLEGE,
ADMIN BLOCK, PERSIARAN UTL, 70 N.SEMBILAN
MANTIN",71700,MANTIN,20200203,P,,REGULAR,WPX,P,1.0,0.0,0.0,1.0,0.8,,13:42,10:00,16:30,2.8227347000000003,101.87199720000001,2619715302,PU,PU,3.0,,74.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,FG FAMILY GOLD,"NO.113, JLN KESUMA 4B / 1
BDR TASIK KESUMA 40 SELANGOR
BERANANG",43700,BERANANG,20200203,P,,REGULAR,WPX,P,6.0,0.0,6.0,6.0,6.96,,15:15,9:30,16:30,2.9140097999999997,101.87213840000001,2619668310,PU,PU,4.0,,75.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,SHINKO CERAMICS MALAYSIA SDN. BHD.,"LOT 1 JALAN PERUSAHAAN 4
KAWASAN PERINDUSTRIAN BERANANG 40
BERANANG",43700,BERANANG,20200203,P,,REGULAR,WPX,P,1.0,0.0,1.0,1.0,4.6,,15:24,15:30,16:30,2.8967611,101.8590104,9629723655,PU,PU,5.0,,76.0
KUL,EAC,ACA1,B,rafinord,DHL Courier,KOLEJ TUANKU JAAFAR MANTIN,"KOLEJ TUANKU JAAFAR
NEGERI SEMBILAN 70 N.SEMBILAN
MANTIN",71700,MANTIN,20200203,P,,REGULAR,DOM,N,1.0,0.0,0.0,1.0,0.12,,15:54,15:15,16:30,2.8466663,101.86290279999999,9629711206,PU,PU,6.0,,77.0
